alonewithsilenceFocusingOnTheFlowOfEverythingIntoYourMind,01,02,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-02-2019/edits,01:30:47,UTC,16.683333,33877096,16244761,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
flamingolanesplasmadropletsLimeFlavorCoolWater,01,02,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-02-2019/edits,01:23:15,UTC,26.3,53542831,16286792,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
foldedElectricOrnamentation,01,02,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-02-2019/edits,01:37:30,UTC,34.133333,76337398,17891577,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
milkabsorbedTearsOfTheRose,01,02,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-02-2019/edits,01:19:41,UTC,25.3,59732951,18887889,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
redtailwakeManufacturingCandyDrops,01,02,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-02-2019/edits,01:38:29,UTC,25.266667,51868978,16422895,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
splittingTheDrillTip,01,02,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-02-2019/edits,01:38:55,UTC,9.333333,21225972,18193690,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
thegeneroustipofvenomPeacefullyRefilled,01,02,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-02-2019/edits,01:31:34,UTC,15.466667,34254850,17718025,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
washinghardboiledeggsGreenHandleKnifeAccidentAndRedWatercolors,01,02,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-02-2019/edits,01:34:23,UTC,19.25,41314828,17169798,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
adjustingtoCompromisedLungs,01,03,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-03-2019/edits,02:14:01,UTC,12.133333,26020782,17156560,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
pacingwithTonalTrees,01,03,2019,Jan,Thursday,2019 ,31,.mp4,/Volumes/vs07-072018-052019/2019-01-january/01-03-2019/edits,02:13:08,UTC,10,21415507,17132405,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV
